"","variable","value","p","Outcome"
"317","ANX",-0.000490390939641003,0.425973012488865,"micro_FA_AnteriorcoronaradiataR"
"318","ANX",-0.00134832175424104,0.114314038348517,"micro_FA_AnteriorcoronaradiataL"
"319","ANX",-0.0012031737784794,0.178252120618984,"micro_FA_SuperiorcoronaradiataR"
"320","ANX",-0.000848400572043643,0.160032040070313,"micro_FA_SuperiorcoronaradiataL"
"321","ANX",-0.000812629204488282,0.206801187404224,"micro_FA_PosteriorcoronaradiataR"
"322","ANX",-0.000943225156706017,0.400933476161083,"micro_FA_PosteriorcoronaradiataL"
"323","ANX",-0.00100955126311168,0.346659342167637,"micro_FA_PosteriorthalamicradiationR"
"324","ANX",-0.000687550334271823,0.487989823246072,"micro_FA_PosteriorthalamicradiationL"
"325","ANX",-0.00108764142138832,0.291050786307682,"micro_FA_SagittalstratumR"
"326","ANX",-0.00078350335761356,0.396580519877989,"micro_FA_SagittalstratumL"
