"","Outcome","Std.Beta","Std.Err","p","p.adj","Model"
"476","micro_ADC_CINGR",0.275339794412122,0.022588123630876,2.11461005118334e-33,3.88242405397261e-30,"SMT"
"477","Dax_intra_ATRL",0.320521467132757,0.022151906721431,6.16840904017516e-46,1.13251989977616e-42,"SMT"
"478","Dax_intra_ATRR",0.31257459853113,0.0219530568009511,1.41546836052321e-44,2.5987999099206e-41,"SMT"
"479","Dax_intra_CSTL",0.180075308992701,0.0230163810152978,7.02027704544128e-15,1.28892286554302e-11,"SMT"
"480","Dax_intra_CSTR",0.195882210585377,0.0229761318921213,2.36264302606523e-17,4.33781259585577e-14,"SMTmc"
"481","Dax_intra_CGL",0.302658853653236,0.0231602578057134,4.96812057755578e-38,9.12146938039241e-35,"SMTmc"
"482","Dax_intra_CGR",0.307078602476172,0.0227416598977305,2.09631975236308e-40,3.84884306533862e-37,"SMTmc"
"483","Dax_intra_FMAJ",0.193819975220958,0.0234427641077398,2.00422240476338e-16,3.67975233514556e-13,"SMTmc"
"484","Dax_intra_FMIN",0.360744731368939,0.0225978203697263,3.47330244127446e-55,6.37698328217991e-52,"WMTI"
"485","Dax_intra_IFOFL",0.312966885622302,0.0225963025424435,2.290463069392e-42,4.20529019540372e-39,"WMTI"
"486","Dax_intra_IFOFR",0.339331152830489,0.0229442133726981,6.80448302284419e-48,1.24930308299419e-44,"WMTI"
"487","Dax_intra_ILFL",0.236721636130903,0.0231659037186905,3.98752502002143e-24,7.32109593675935e-21,"BRIA"
"488","Dax_intra_ILFR",0.201368275778812,0.023230418304001,7.01780188817867e-18,1.2884684266696e-14,"BRIA"
"489","Dax_intra_SLFL",0.310514891751386,0.0231020141791733,4.19995453618677e-40,7.71111652843891e-37,"BRIA"
"490","Dax_intra_SLFR",0.356099974184339,0.0229317926887326,1.76620705926653e-52,3.24275616081334e-49,"BRIA"
"491","Dax_intra_UFL",0.307881848428474,0.0222323782991473,2.47141154049304e-42,4.53751158834523e-39,"BRIA"
"492","Dax_intra_UFR",0.221299478225684,0.0225797940883321,2.39710516102253e-22,4.40108507563736e-19,"BRIA"
"493","Dax_intra_SLFTL",0.287576450191634,0.0226384061207129,4.63790284801616e-36,8.51518962895768e-33,"BRIA"
"494","Dax_intra_SLTFR",0.191074163605614,0.0231338737355371,2.16153372245846e-16,3.96857591443373e-13,"BRIA"
"495","Dax_intra_Middlecerebellarpeduncle",-0.0127990307272854,0.022369013296782,0.567245284412382,1,"BRIA"
"496","Dax_intra_Pontine",-0.0171806909407604,0.0223709439667205,0.442552890158553,1,"DKI"
"497","Dax_intra_GenuCC",0.386748156964462,0.0226165476599157,8.19851226401223e-63,1.50524685167264e-59,"DKI"
"498","Dax_intra_BodyCC",0.306410615176256,0.0234330775997212,3.96049578989418e-38,7.27147027024572e-35,"DKI"
"499","Dax_intra_SpleniumCC",0.220563620036739,0.023257811175897,4.73329471140413e-21,8.69032909013799e-18,"DTI"
"500","Dax_intra_Fornix",-0.455499904545788,0.0203243409498289,3.02202832663953e-103,5.54844400771017e-100,"DTI"
"501","Dax_intra_CorticospinaltractR",-0.000426554660946873,0.0229410409553324,0.985166610249744,1,"DTI"
"502","Dax_intra_CorticospinaltractL",-0.0197307894739922,0.022803707105759,0.386973718285615,1,"DTI"
"503","Dax_intra_MediallemniscusR",-0.00607814176314842,0.0220498383941481,0.782832322992624,1,"SMT"
"504","Dax_intra_MediallemniscusL",-0.000349534049997762,0.0221337053024781,0.987401433883879,1,"SMT"
"505","Dax_intra_InferiorcerebellarpeduncleR",-0.0648999242068268,0.0215056843519747,0.00256767312700086,1,"SMT"
"506","Dax_intra_InferiorcerebellarpeduncleL",-0.0452388787558946,0.0211542031516758,0.0325548703140763,1,"SMT"
"507","Dax_intra_SuperiorcerebellarpeduncleR",-0.12032960392004,0.0222753491237019,7.10850995895844e-08,0.000130512242846477,"SMTmc"
"508","Dax_intra_SuperiorcerebellarpeduncleL",-0.0625076181781423,0.0222262702839016,0.00495045589584328,1,"SMTmc"
"509","Dax_intra_CerebralpeduncleR",0.0660633267161617,0.0224549870941672,0.00328568163333567,1,"SMTmc"
"510","Dax_intra_CerebralpeduncleL",0.0701700608108213,0.0228087291161638,0.00211364708978519,1,"SMTmc"
"511","Dax_intra_AnteriorlimbofinternalcapsuleR",0.373900942605363,0.0218222213941062,6.93460410717668e-63,1.27319331407764e-59,"WMTI"
"512","Dax_intra_AnteriorlimbofinternalcapsuleL",0.315846783073728,0.0220044620419488,3.02531674151026e-45,5.55448153741284e-42,"WMTI"
"513","Dax_intra_.PosteriorlimbofinternalcapsuleR",0.268626256165675,0.022236313863922,7.59424840065827e-33,1.39430400636086e-29,"WMTI"
"514","Dax_intra_PosteriorlimbofinternalcapsuleL",0.194150468866017,0.022686018360884,1.7995748836762e-17,3.30401948642951e-14,"BRIA"
"515","Dax_intra_RetrolenticularpartofinternalcapsuleR",0.194519328262082,0.0227809882377734,2.11720234030634e-17,3.88718349680243e-14,"BRIA"
"516","Dax_intra_RetrolenticularpartofinternalcapsuleL",0.174509602390393,0.0232367859477915,7.72699731020683e-14,1.41867670615397e-10,"BRIA"
"517","Dax_intra_AnteriorcoronaradiataR",0.41747047164023,0.0224731112804732,2.844088491268e-73,5.22174646996804e-70,"BRIA"
"518","Dax_intra_AnteriorcoronaradiataL",0.418960227576822,0.022358802334193,2.1520522356884e-74,3.9511679047239e-71,"BRIA"
"519","Dax_intra_SuperiorcoronaradiataR",0.396697281128765,0.0224377497648656,9.20269129336518e-67,1.68961412146185e-63,"BRIA"
"520","Dax_intra_SuperiorcoronaradiataL",0.368185089737574,0.0225053675952875,8.30410263660619e-58,1.5246332440809e-54,"BRIA"
"521","Dax_intra_PosteriorcoronaradiataR",0.337842782809719,0.0226583980733871,9.95648478357428e-49,1.82801060626424e-45,"BRIA"
"522","Dax_intra_PosteriorcoronaradiataL",0.240518944654168,0.0235430330071582,3.81475644122871e-24,7.00389282609591e-21,"BRIA"
"523","Dax_intra_PosteriorthalamicradiationR",0.222443058209035,0.0237269496155612,1.2815186032128e-20,2.3528681554987e-17,"DKI"
"524","Dax_intra_PosteriorthalamicradiationL",0.225891190348377,0.0233864953880032,8.94746721184431e-22,1.64275498009462e-18,"DKI"
"525","Dax_intra_SagittalstratumR",0.222675754576606,0.0234677100620667,4.55026395906452e-21,8.35428462884246e-18,"DKI"
"526","Dax_intra_SagittalstratumL",0.230817948545391,0.0230022609239626,2.46231403399745e-23,4.52080856641932e-20,"DTI"
"527","Dax_intra_ExternalcapsuleR",0.365207204456541,0.0217288478828625,1.12614753414647e-60,2.06760687269292e-57,"DTI"
"528","Dax_intra_ExternalcapsuleL",0.287125706108453,0.0219172185937042,3.56818865743402e-38,6.55119437504886e-35,"DTI"
"529","Dax_intra_CingulumcingulategyrusR",0.286924778330296,0.0226223056616705,5.91432631560573e-36,1.08587031154521e-32,"DTI"
"530","Dax_intra_CingulumcingulategyrusL",0.270344466089584,0.0227682948279884,8.11003320977114e-32,1.48900209731398e-28,"SMT"
"531","Dax_intra_CingulumhippocampusR",-0.00374230350848655,0.0226889992807217,0.869003036840609,1,"SMT"
"532","Dax_intra_CingulumhippocampusL",-0.0731195232220851,0.0222898989362914,0.00104855987732176,1,"SMT"
"533","Dax_intra_Fornix_StriaterminalisR",0.182162936233072,0.022350373445161,5.27038614042286e-16,9.67642895381637e-13,"SMT"
"534","Dax_intra_Fornix_StriaterminalisL",0.105176968775653,0.0225174375988146,3.13085883785008e-06,0.00574825682629275,"SMTmc"
"535","Dax_intra_SuperiorlongitudinalfasciculusR",0.320477634217943,0.0232318706414158,4.21870663178395e-42,7.74554537595533e-39,"SMTmc"
"536","Dax_intra_SuperiorlongitudinalfasciculusL",0.266282690230575,0.0234239555212285,2.17489405357372e-29,3.99310548236134e-26,"SMTmc"
"537","Dax_intra_SuperiorfrontooccipitalfasciculusR",0.386862875862637,0.0219655619419725,3.40781941156468e-66,6.25675643963274e-63,"SMTmc"
"538","Dax_intra_SuperiorfrontooccipitalfasciculusL",0.384429417515396,0.021639475743339,3.09248722093794e-67,5.67780653764207e-64,"WMTI"
"539","Dax_intra_UncinatefasciculusR",0.0742453457523133,0.022272439783338,0.000868033655006048,1,"WMTI"
"540","Dax_intra_UncinatefasciculusL",0.0563035125422194,0.0224265341639334,0.0121058738208718,1,"WMTI"
"541","Dax_intra_TapetumR",0.296728308224517,0.0227153068538023,5.01052384887826e-38,9.19932178654049e-35,"BRIA"
"542","Dax_intra_TapetumL",0.248290914698143,0.023090762275872,1.65249234610386e-26,3.03397594744669e-23,"BRIA"
"543","Dax_intra_CINGL",-9.08150678847309e-05,0.0225939536623254,0.996793226529213,1,"BRIA"
"544","Dax_intra_CINGR",0.0879092821286782,0.0233410262296102,0.000168849757150273,0.310008154127902,"BRIA"
"545","Dax_extra_ATRL",0.34409529961439,0.0213186537007893,2.82041727625238e-56,5.17828611919936e-53,"BRIA"
"546","Dax_extra_ATRR",0.34237757195424,0.0206084372176106,2.3104380103049e-59,4.2419641869198e-56,"BRIA"
"547","Dax_extra_CSTL",0.154060293054745,0.0218882164074033,2.39904150385012e-12,4.40464020106882e-09,"BRIA"
"548","Dax_extra_CSTR",0.192193668689162,0.0216206477746185,1.03875826283109e-18,1.90716017055787e-15,"BRIA"
"549","Dax_extra_CGL",0.311551693109617,0.0226940598321422,1.16060941411457e-41,2.13087888431436e-38,"BRIA"
"550","Dax_extra_CGR",0.295762962832776,0.0221370251524229,1.33163287583118e-39,2.44487796002604e-36,"DKI"
"551","Dax_extra_FMAJ",0.213961372856921,0.0228628062831058,1.5241960299827e-20,2.79842391104823e-17,"DKI"
"552","Dax_extra_FMIN",0.355080430873836,0.0220916335230007,7.3559098532947e-56,1.35054504906491e-52,"DKI"
"553","Dax_extra_IFOFL",0.313842720806556,0.0222360028748881,7.18815764907175e-44,1.31974574436957e-40,"DTI"
"554","Dax_extra_IFOFR",0.361691446116552,0.0224492679865387,3.89793120295877e-56,7.15660168863231e-53,"DTI"
"555","Dax_extra_ILFL",0.242607383925893,0.022847592200981,6.91976474304427e-26,1.27046880682293e-22,"DTI"
"556","Dax_extra_ILFR",0.201793057542061,0.0229777174830321,2.63653611529168e-18,4.84068030767553e-15,"DTI"
"557","Dax_extra_SLFL",0.319855051434488,0.0229285375332209,5.95129643692914e-43,1.09265802582019e-39,"SMT"
"558","Dax_extra_SLFR",0.36385543200926,0.0224873333516196,1.3157622352531e-56,2.41573946392469e-53,"SMT"
"559","Dax_extra_UFL",0.278743588332583,0.0221514283938101,1.98829270809642e-35,3.65050541206504e-32,"SMT"
"560","Dax_extra_UFR",0.209006289293769,0.0224846338457519,2.72760467754902e-20,5.00788218798e-17,"SMT"
"561","Dax_extra_SLFTL",0.270525048753411,0.0224946471258854,1.42104712761852e-32,2.60904252630761e-29,"SMTmc"
"562","Dax_extra_SLTFR",0.17407467991548,0.0228555904258458,3.47427998323795e-14,6.37877804922487e-11,"SMTmc"
"563","Dax_extra_Middlecerebellarpeduncle",-0.104999235573748,0.0210618632933038,6.54241532681805e-07,0.00120118745400379,"SMTmc"
"564","Dax_extra_Pontine",-0.0456604296976289,0.0226584682188277,0.0439769827100967,1,"SMTmc"
"565","Dax_extra_GenuCC",0.430289748022012,0.0218315636949013,1.2820302623015e-81,2.35380756158555e-78,"WMTI"
